Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
460,CA-2021-109638,15/12/2021,22/12/2021,Standard Class,JH-15985,Joseph Holt,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0,36.372
461,CA-2021-109638,15/12/2021,22/12/2021,Standard Class,JH-15985,Joseph Holt,Consumer,Pakistan,Karak,KPK,27200,northwestern,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0,377.9622
462,CA-2021-109638,15/12/2021,22/12/2021,Standard Class,JH-15985,Joseph Holt,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006
463,CA-2022-109869,22/04/2022,29/04/2022,Standard Class,TN-21040,Tanja Norvell,Home Office,Pakistan,Karak,KPK,27200,northwestern,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,7.068
464,CA-2022-109869,22/04/2022,29/04/2022,Standard Class,TN-21040,Tanja Norvell,Home Office,Pakistan,Karak,KPK,27200,northwestern,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,-814.4832
465,CA-2022-109869,22/04/2022,29/04/2022,Standard Class,TN-21040,Tanja Norvell,Home Office,Pakistan,Karak,KPK,27200,northwestern,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7,-20.889
466,CA-2022-109869,22/04/2022,29/04/2022,Standard Class,TN-21040,Tanja Norvell,Home Office,Pakistan,Karak,KPK,27200,northwestern,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2,-34.758
467,CA-2022-109869,22/04/2022,29/04/2022,Standard Class,TN-21040,Tanja Norvell,Home Office,Pakistan,Karak,KPK,27200,northwestern,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2,5.8704
468,US-2021-101399,17/01/2021,24/01/2021,Standard Class,JS-15940,Joni Sundaresam,Home Office,Pakistan,Karak,KPK,27200,northwestern,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6,-312.0614
469,CA-2023-154907,31/03/2023,4/4/23,Standard Class,DS-13180,David Smith,Corporate,Pakistan,Karak,KPK,27200,northwestern,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32,-36.2352
470,US-2022-100419,16/12/2022,20/12/2022,Second Class,CC-12670,Craig Carreira,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,0.8,-7.9002
471,CA-2021-154144,20/12/2021,24/12/2021,Standard Class,MH-17785,Maya Herman,Corporate,Pakistan,Karak,KPK,27200,northwestern,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0,26.6304
472,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.4092
473,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15,10.4784
474,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2,87.996
475,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804
476,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,0,28.819
477,CA-2020-144666,9/11/20,11/11/20,Second Class,JP-15520,Jeremy Pistek,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5,0,45.528
478,CA-2022-103891,12/7/22,19/07/2022,Standard Class,KH-16690,Kristen Hastings,Corporate,Pakistan,Karak,KPK,27200,northwestern,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,0.2,7.182
479,CA-2022-152632,27/10/2022,2/11/22,Standard Class,JE-15475,Jeremy Ellison,Consumer,Pakistan,Karak,KPK,27200,northwestern,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,19.296
480,CA-2022-100790,26/06/2022,2/7/22,Standard Class,JG-15805,John Grady,Corporate,Pakistan,Karak,KPK,27200,northwestern,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0,6.615
481,CA-2022-100790,26/06/2022,2/7/22,Standard Class,JG-15805,John Grady,Corporate,Pakistan,Karak,KPK,27200,northwestern,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0,84.51
482,CA-2020-134677,6/10/20,10/10/20,Standard Class,XP-21865,Xylona Preis,Consumer,Pakistan,Karak,KPK,27200,northwestern,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0,1.9089
483,CA-2020-127691,22/07/2020,27/07/2020,Standard Class,EM-14065,Erin Mull,Consumer,Pakistan,Karak,KPK,27200,northwestern,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0,1.6688
484,CA-2020-127691,22/07/2020,27/07/2020,Standard Class,EM-14065,Erin Mull,Consumer,Pakistan,Karak,KPK,27200,northwestern,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0,57.5928
485,CA-2023-140963,10/6/23,13/06/2023,First Class,MT-18070,Michelle Tran,Home Office,Pakistan,Karak,KPK,27200,northwestern,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,29.6,2,0,14.8
486,CA-2023-140963,10/6/23,13/06/2023,First Class,MT-18070,Michelle Tran,Home Office,Pakistan,Karak,KPK,27200,northwestern,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.165,5,0.15,-30.245
487,CA-2023-140963,10/6/23,13/06/2023,First Class,MT-18070,Michelle Tran,Home Office,Pakistan,Karak,KPK,27200,northwestern,TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,0.2,17.4975
488,CA-2020-154627,29/10/2020,30/12/2020,First Class,SA-20830,Sue Ann Reed,Consumer,Pakistan,Karak,KPK,27200,northwestern,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.952,6,0.2,341.994
489,CA-2024-133753,9/6/24,10/6/24,Second Class,CW-11905,Carl Weiss,Home Office,Pakistan,Karak,KPK,27200,northwestern,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992,1,0.2,0.5994
490,CA-2024-133753,9/6/24,10/6/24,Second Class,CW-11905,Carl Weiss,Home Office,Pakistan,Karak,KPK,27200,northwestern,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.984,2,0.2,10.3974
491,CA-2024-133753,9/6/24,10/6/24,Second Class,CW-11905,Carl Weiss,Home Office,Pakistan,Karak,KPK,27200,northwestern,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,0.2,6.1572
492,CA-2020-113362,14/09/2020,19/09/2020,Standard Class,AJ-10960,Astrea Jones,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0,8.983
493,CA-2020-113362,14/09/2020,19/09/2020,Standard Class,AJ-10960,Astrea Jones,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,3,0,5.0922
494,CA-2022-169166,9/5/22,14/05/2022,Standard Class,SS-20590,Sonia Sunley,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,0,13.1572
495,US-2022-120929,18/03/2022,21/03/2022,Second Class,RO-19780,Rose O'Brian,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4,-94.941
496,CA-2021-134782,27/12/2021,31/12/2021,Standard Class,MD-17350,Maribeth Dona,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2,0,51.6558
497,CA-2022-126158,25/07/2022,31/07/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,0.2,40.3704
498,CA-2022-126158,25/07/2022,31/07/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0,81.8432
499,CA-2022-126158,25/07/2022,31/07/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176
500,CA-2022-126158,25/07/2022,31/07/2022,Standard Class,SC-20095,Sanjit Chand,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0,22.869
501,US-2022-105578,30/05/2022,4/6/22,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,0.7,-15.08
502,US-2022-105578,30/05/2022,4/6/22,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,0.7,-11.9616
503,US-2022-105578,30/05/2022,4/6/22,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Pakistan,Kohat,KPK,26000,northwestern,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098
504,US-2022-105578,30/05/2022,4/6/22,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,3,0.7,-1.9008
505,US-2022-105578,30/05/2022,4/6/22,Standard Class,MY-17380,Maribeth Yedwab,Corporate,Pakistan,Kohat,KPK,26000,northwestern,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,1,0.2,11.8871
506,CA-2023-134978,12/11/23,15/11/2023,Second Class,EB-13705,Ed Braxton,Corporate,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92,5,0.2,5.373
507,CA-2021-145352,16/03/2021,22/03/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0,0.7398
508,CA-2021-145352,16/03/2021,22/03/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0,2.1684
509,CA-2021-145352,16/03/2021,22/03/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0,11.685
510,CA-2021-145352,16/03/2021,22/03/2021,Standard Class,CM-12385,Christopher Martinez,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0,3177.475
511,CA-2023-135307,26/11/2023,27/11/2023,First Class,LS-17245,Lynn Smith,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,40.416
512,CA-2023-135307,26/11/2023,27/11/2023,First Class,LS-17245,Lynn Smith,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,38.04,2,0,12.1728
513,CA-2022-106341,20/10/2022,23/10/2022,First Class,LF-17185,Luke Foster,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,3,0.2,0.7152
514,CA-2023-163405,21/12/2023,25/12/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.7901
515,CA-2023-163405,21/12/2023,25/12/2023,Standard Class,BN-11515,Bradley Nguyen,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AR-10001246,Office Supplies,Art,Newell 317,5.88,2,0,1.7052
516,CA-2023-127432,22/01/2023,27/01/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,Pakistan,Kohat,KPK,26000,northwestern,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0,1379.977
517,CA-2023-127432,22/01/2023,27/01/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0,13.8915
518,CA-2023-127432,22/01/2023,27/01/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,Pakistan,Kohat,KPK,26000,northwestern,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0,5.382
519,CA-2023-127432,22/01/2023,27/01/2023,Standard Class,AD-10180,Alan Dominguez,Home Office,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0,56.301
520,CA-2021-157812,22/03/2021,26/03/2021,Standard Class,DB-13210,Dean Braden,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2,5.2877
521,CA-2021-157812,22/03/2021,26/03/2021,Standard Class,DB-13210,Dean Braden,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,0.2,-25.9136
522,CA-2021-157812,22/03/2021,26/03/2021,Standard Class,DB-13210,Dean Braden,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,9,0.8,-21.168
523,CA-2023-145142,23/01/2023,25/01/2023,First Class,MC-17605,Matt Connell,Corporate,Pakistan,Kohat,KPK,26000,northwestern,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,21.098
524,US-2022-139486,21/05/2022,23/05/2022,First Class,LH-17155,Logan Haushalter,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,0.2,-12.4146
525,US-2022-139486,21/05/2022,23/05/2022,First Class,LH-17155,Logan Haushalter,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0,27.1666
526,CA-2021-158792,26/12/2021,2/1/22,Standard Class,BD-11605,Brian Dahlen,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.2,5,0,10.434
527,CA-2023-113558,21/10/2023,26/10/2023,Standard Class,PH-18790,Patricia Hirasaki,Home Office,Pakistan,Kohat,KPK,26000,northwestern,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.952,3,0.2,42.747
528,CA-2023-113558,21/10/2023,26/10/2023,Standard Class,PH-18790,Patricia Hirasaki,Home Office,Pakistan,Kohat,KPK,26000,northwestern,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.1408
529,US-2024-138303,3/1/24,4/1/24,Standard Class,MG-18145,Mike Gockenbach,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,3,0.2,-7.2672
530,US-2024-138303,3/1/24,4/1/24,Standard Class,MG-18145,Mike Gockenbach,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2,-149.9058
531,US-2024-138303,3/1/24,4/1/24,Standard Class,MG-18145,Mike Gockenbach,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2,19.692
532,CA-2021-102848,7/11/21,9/11/21,Second Class,KB-16240,Karen Bern,Corporate,Pakistan,Kohat,KPK,26000,northwestern,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92
533,US-2023-129441,7/9/23,11/9/23,Standard Class,JC-15340,Jasper Cacioppo,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,2.397
534,CA-2022-168753,29/05/2022,1/6/22,Second Class,RL-19615,Rob Lucas,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0,274.386
535,CA-2022-168753,29/05/2022,1/6/22,Second Class,RL-19615,Rob Lucas,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,0,11.375
536,CA-2022-126613,10/7/22,16/07/2022,Standard Class,AA-10375,Allen Armold,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2,1.4672
537,US-2023-122637,3/9/23,8/9/23,Second Class,EP-13915,Emily Phan,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,7,0.8,-68.1856
538,CA-2021-147851,3/12/21,8/12/21,Standard Class,MP-17470,Mark Packer,Home Office,Pakistan,Kohat,KPK,26000,northwestern,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4,0.2,3.36
539,CA-2021-134894,7/12/21,11/12/21,Standard Class,DK-12985,Darren Koutras,Consumer,Pakistan,Kohat,KPK,26000,northwestern,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0,41.2938
540,CA-2021-134894,7/12/21,11/12/21,Standard Class,DK-12985,Darren Koutras,Consumer,Pakistan,Kohat,KPK,26000,northwestern,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0,70.98
541,CA-2020-140795,1/2/20,3/2/20,First Class,BD-11500,Bradley Drucker,Consumer,Pakistan,Kohat,KPK,26000,northwestern,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0,206.316
542,CA-2022-136924,14/07/2022,17/07/2022,First Class,ES-14080,Erin Smith,Corporate,Pakistan,Kohat,KPK,26000,northwestern,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,8,0.2,38.0864
543,US-2021-120161,18/12/2021,23/12/2021,Standard Class,LM-17065,Liz MacKendrick,Consumer,Pakistan,Chiniot,Punjab,45503,central-eastern,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2,-145.5246
544,CA-2020-103849,11/5/20,16/05/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2,7.264
545,CA-2020-103849,11/5/20,16/05/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.2,6.2995
546,CA-2020-103849,11/5/20,16/05/2020,Standard Class,PG-18895,Paul Gonzalez,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6,-84.2928
547,CA-2023-162929,19/11/2023,22/11/2023,First Class,AS-10135,Adrian Shami,Home Office,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,6,0.2,13.932
548,CA-2023-162929,19/11/2023,22/11/2023,First Class,AS-10135,Adrian Shami,Home Office,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,2,0,6.4128
549,CA-2021-113173,15/11/2021,17/11/2021,Second Class,DK-13225,Dean Katz,Corporate,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,9,0.2,15.642
550,CA-2021-113173,15/11/2021,17/11/2021,Second Class,DK-13225,Dean Katz,Corporate,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046
551,CA-2021-113173,15/11/2021,17/11/2021,Second Class,DK-13225,Dean Katz,Corporate,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,5,0.2,-1.744
552,CA-2022-136406,15/04/2022,17/04/2022,Second Class,BD-11320,Bill Donatelli,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2,0
553,CA-2023-112774,11/9/23,12/9/23,First Class,RC-19960,Ryan Crowe,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382
554,CA-2023-101945,24/11/2023,28/11/2023,Standard Class,GT-14710,Greg Tran,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707
555,CA-2023-100650,29/06/2023,3/7/23,Second Class,DK-13225,Dean Katz,Corporate,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0,310.9872
556,CA-2020-155852,3/3/20,7/3/20,Second Class,AJ-10945,Ashley Jarboe,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.4048
557,CA-2022-113243,10/6/22,15/06/2022,Standard Class,OT-18730,Olvera Toch,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0,9.936
558,CA-2022-113243,10/6/22,15/06/2022,Standard Class,OT-18730,Olvera Toch,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.048
559,CA-2022-113243,10/6/22,15/06/2022,Standard Class,OT-18730,Olvera Toch,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0,15.552
560,CA-2023-118731,20/11/2023,22/11/2023,Second Class,LP-17080,Liz Pelletier,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614
561,CA-2023-118731,20/11/2023,22/11/2023,Second Class,LP-17080,Liz Pelletier,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,7,0.2,27.3182
562,CA-2020-145576,14/09/2020,18/09/2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2,1.3
563,CA-2020-145576,14/09/2020,18/09/2020,Second Class,CA-12775,Cynthia Arntzen,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743
564,CA-2021-130736,7/12/21,9/12/21,First Class,JF-15490,Jeremy Farry,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0,0
565,CA-2021-130736,7/12/21,9/12/21,First Class,JF-15490,Jeremy Farry,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1,0,1.2006
566,CA-2023-137099,7/12/23,10/12/23,First Class,FP-14320,Frank Preis,Consumer,Pakistan,Chiniot,Punjab,35400,central-eastern,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,3,0.2,46.797
